division,date,GB,L,RA,RS,Tm,W,W-L%,pythW-L%
AL West,2015-08-23 00:00:00,11.5,67,566,474,SEA,57,.460,.420
AL West,2015-08-23 00:00:00,15.0,71,495,506,OAK,54,.432,.510
NL East,2015-08-23 00:00:00,0.0,56,443,480,NYM,67,.545,.537
NL East,2015-08-23 00:00:00,5.0,61,497,518,WSN,62,.504,.519
NL East,2015-08-23 00:00:00,14.5,71,559,455,ATL,53,.427,.407
NL East,2015-08-23 00:00:00,17.5,74,610,465,PHI,50,.403,.378
NL East,2015-08-23 00:00:00,17.5,74,517,462,MIA,50,.403,.449
NL Central,2015-08-23 00:00:00,0.0,45,369,485,STL,78,.634,.623
NL Central,2015-08-23 00:00:00,3.5,48,444,521,PIT,74,.607,.573
NL Central,2015-08-23 00:00:00,6.5,51,470,509,CHC,71,.582,.536
NL Central,2015-08-23 00:00:00,26.0,72,561,495,MIL,53,.424,.443
NL Central,2015-08-23 00:00:00,26.5,71,538,475,CIN,51,.418,.443
NL West,2015-08-23 00:00:00,0.0,56,454,505,LAD,67,.545,.549
NL West,2015-08-23 00:00:00,1.5,58,470,532,SFG,66,.532,.556
NL West,2015-08-23 00:00:00,5.0,61,524,564,ARI,62,.504,.534
NL West,2015-08-23 00:00:00,6.5,63,544,505,SDP,61,.492,.466
NL West,2015-08-23 00:00:00,17.5,73,660,548,COL,49,.402,.416
AL East,2015-08-24 00:00:00,0.0,55,518,586,NYY,69,.556,.556
AL East,2015-08-24 00:00:00,0.0,55,506,670,TOR,69,.556,.626
AL East,2015-08-24 00:00:00,7.0,62,498,547,BAL,62,.500,.543
AL East,2015-08-24 00:00:00,7.0,62,474,460,TBR,62,.500,.486
AL East,2015-08-24 00:00:00,12.5,68,612,569,BOS,57,.456,.467
AL Central,2015-08-24 00:00:00,0.0,48,463,545,KCR,76,.613,.574
AL Central,2015-08-24 00:00:00,13.0,61,547,533,MIN,63,.508,.488
AL Central,2015-08-24 00:00:00,17.0,65,601,549,DET,59,.476,.459
AL Central,2015-08-24 00:00:00,17.5,65,528,472,CHW,58,.472,.449
AL Central,2015-08-24 00:00:00,18.0,66,518,493,CLE,58,.468,.477
AL West,2015-08-24 00:00:00,0.0,57,452,532,HOU,69,.548,.574
AL West,2015-08-24 00:00:00,3.5,59,571,548,TEX,64,.520,.481
AL West,2015-08-24 00:00:00,5.0,61,501,499,LAA,63,.508,.498
AL West,2015-08-24 00:00:00,11.5,68,577,479,SEA,57,.456,.416
AL West,2015-08-24 00:00:00,14.0,71,500,517,OAK,55,.437,.515
NL East,2015-08-24 00:00:00,0.0,56,450,496,NYM,68,.548,.544
NL East,2015-08-24 00:00:00,5.5,61,497,518,WSN,62,.504,.519
NL East,2015-08-24 00:00:00,14.5,71,562,460,ATL,54,.432,.409
NL East,2015-08-24 00:00:00,18.5,75,626,472,PHI,50,.400,.374
NL East,2015-08-24 00:00:00,18.5,75,522,464,MIA,50,.400,.446
NL Central,2015-08-24 00:00:00,0.0,45,372,490,STL,79,.637,.623
NL Central,2015-08-24 00:00:00,3.5,48,446,526,PIT,75,.610,.575
NL Central,2015-08-24 00:00:00,6.5,51,471,511,CHC,72,.585,.537
NL Central,2015-08-24 00:00:00,26.5,71,543,487,CIN,52,.423,.450
NL Central,2015-08-24 00:00:00,26.5,72,561,495,MIL,53,.424,.443
NL West,2015-08-24 00:00:00,0.0,56,454,505,LAD,67,.545,.549
NL West,2015-08-24 00:00:00,1.5,58,470,532,SFG,66,.532,.556
NL West,2015-08-24 00:00:00,5.5,62,529,567,ARI,62,.500,.532
NL West,2015-08-24 00:00:00,6.5,63,544,505,SDP,61,.492,.466
NL West,2015-08-24 00:00:00,18.0,74,665,551,COL,49,.398,.415
AL East,2015-08-25 00:00:00,0.0,55,511,676,TOR,70,.560,.625
AL East,2015-08-25 00:00:00,1.0,56,533,587,NYY,69,.552,.544
AL East,2015-08-25 00:00:00,8.0,63,501,549,BAL,62,.496,.542
AL East,2015-08-25 00:00:00,8.0,63,485,467,TBR,62,.496,.483
AL East,2015-08-25 00:00:00,13.5,69,617,573,BOS,57,.452,.466
AL Central,2015-08-25 00:00:00,0.0,48,465,548,KCR,77,.616,.575
AL Central,2015-08-25 00:00:00,13.0,61,554,544,MIN,64,.512,.492
AL Central,2015-08-25 00:00:00,17.5,65,532,477,CHW,59,.476,.450
AL Central,2015-08-25 00:00:00,18.0,66,524,504,CLE,59,.472,.482
AL Central,2015-08-25 00:00:00,18.0,66,609,556,DET,59,.472,.458
AL West,2015-08-25 00:00:00,0.0,57,453,547,HOU,70,.551,.585
AL West,2015-08-25 00:00:00,4.5,60,577,553,TEX,64,.516,.481
AL West,2015-08-25 00:00:00,5.0,61,508,507,LAA,64,.512,.499
AL West,2015-08-25 00:00:00,11.5,68,582,485,SEA,58,.460,.417
AL West,2015-08-25 00:00:00,15.0,72,506,522,OAK,55,.433,.514
NL East,2015-08-25 00:00:00,0.0,56,455,502,NYM,69,.552,.545
NL East,2015-08-25 00:00:00,5.5,61,500,526,WSN,63,.508,.523
NL East,2015-08-25 00:00:00,15.5,72,567,461,ATL,54,.429,.406
NL East,2015-08-25 00:00:00,18.5,75,524,469,MIA,51,.405,.449
NL East,2015-08-25 00:00:00,19.5,76,632,477,PHI,50,.397,.374
NL Central,2015-08-25 00:00:00,0.0,45,373,499,STL,80,.640,.630
NL Central,2015-08-25 00:00:00,4.5,49,451,528,PIT,75,.605,.572
NL Central,2015-08-25 00:00:00,6.5,51,476,519,CHC,73,.589,.539
NL Central,2015-08-25 00:00:00,27.5,72,548,488,CIN,52,.419,.447
NL Central,2015-08-25 00:00:00,27.5,73,572,501,MIL,53,.421,.440
NL West,2015-08-25 00:00:00,0.0,56,455,510,LAD,68,.548,.552
NL West,2015-08-25 00:00:00,2.5,59,478,537,SFG,66,.528,.553
NL West,2015-08-25 00:00:00,6.5,63,538,568,ARI,62,.496,.525
NL West,2015-08-25 00:00:00,7.5,64,552,508,SDP,61,.488,.462
NL West,2015-08-25 00:00:00,18.0,74,666,556,COL,50,.403,.418
AL East,2015-08-26 00:00:00,0.0,55,515,688,TOR,71,.563,.629
AL East,2015-08-26 00:00:00,2.0,57,539,589,NYY,69,.548,.540
AL East,2015-08-26 00:00:00,8.0,63,506,557,BAL,63,.500,.544
AL East,2015-08-26 00:00:00,9.0,64,490,470,TBR,62,.492,.481
AL East,2015-08-26 00:00:00,13.5,69,617,576,BOS,58,.457,.469
AL Central,2015-08-26 00:00:00,0.0,49,473,553,KCR,77,.611,.571
AL Central,2015-08-26 00:00:00,12.0,61,557,549,MIN,65,.516,.493
AL Central,2015-08-26 00:00:00,17.0,66,526,510,CLE,60,.476,.486
AL Central,2015-08-26 00:00:00,17.0,66,609,561,DET,60,.476,.463
AL Central,2015-08-26 00:00:00,17.5,66,535,477,CHW,59,.472,.448
AL West,2015-08-26 00:00:00,0.0,57,455,553,HOU,71,.555,.588
AL West,2015-08-26 00:00:00,5.5,61,589,557,TEX,64,.512,.474
AL West,2015-08-26 00:00:00,6.0,62,513,507,LAA,64,.508,.495
AL West,2015-08-26 00:00:00,11.5,68,584,493,SEA,59,.465,.423
AL West,2015-08-26 00:00:00,16.0,73,514,524,OAK,55,.430,.509
NL East,2015-08-26 00:00:00,0.0,56,459,511,NYM,70,.556,.549
NL East,2015-08-26 00:00:00,6.5,62,506,531,WSN,63,.504,.522
NL East,2015-08-26 00:00:00,16.5,73,573,464,ATL,54,.425,.405
NL East,2015-08-26 00:00:00,19.5,76,531,471,MIA,51,.402,.445
NL East,2015-08-26 00:00:00,20.5,77,641,481,PHI,50,.394,.372
NL Central,2015-08-26 00:00:00,0.0,45,374,502,STL,81,.643,.631
NL Central,2015-08-26 00:00:00,4.5,49,453,535,PIT,76,.608,.576
NL Central,2015-08-26 00:00:00,7.5,52,480,521,CHC,73,.584,.537
NL Central,2015-08-26 00:00:00,28.5,73,555,492,CIN,52,.416,.445
NL Central,2015-08-26 00:00:00,28.5,74,578,503,MIL,53,.417,.437
NL West,2015-08-26 00:00:00,0.0,56,459,517,LAD,69,.552,.554
NL West,2015-08-26 00:00:00,2.5,59,480,541,SFG,67,.532,.555
NL West,2015-08-26 00:00:00,7.5,64,541,569,ARI,62,.492,.523
NL West,2015-08-26 00:00:00,7.5,64,557,514,SDP,62,.492,.463
NL West,2015-08-26 00:00:00,18.0,74,669,562,COL,51,.408,.421
AL East,2015-08-27 00:00:00,0.0,56,519,689,TOR,71,.559,.627
AL East,2015-08-27 00:00:00,1.5,57,539,589,NYY,69,.548,.540
AL East,2015-08-27 00:00:00,8.0,64,511,560,BAL,63,.496,.542
AL East,2015-08-27 00:00:00,8.0,64,494,475,TBR,63,.496,.482
AL East,2015-08-27 00:00:00,13.0,69,617,576,BOS,58,.457,.469
AL Central,2015-08-27 00:00:00,0.0,49,476,558,KCR,78,.614,.572
AL Central,2015-08-27 00:00:00,13.0,62,562,553,MIN,65,.512,.493
AL Central,2015-08-27 00:00:00,17.5,66,526,510,CLE,60,.476,.486
AL Central,2015-08-27 00:00:00,17.5,66,537,481,CHW,60,.476,.450
AL Central,2015-08-27 00:00:00,18.0,67,611,561,DET,60,.472,.461
AL West,2015-08-27 00:00:00,0.0,57,455,553,HOU,71,.555,.588
AL West,2015-08-27 00:00:00,5.0,61,590,561,TEX,65,.516,.477
AL West,2015-08-27 00:00:00,5.5,62,513,509,LAA,65,.512,.496
AL West,2015-08-27 00:00:00,12.0,69,588,495,SEA,59,.461,.422
AL West,2015-08-27 00:00:00,16.0,73,514,524,OAK,55,.430,.509
NL East,2015-08-27 00:00:00,0.0,56,464,520,NYM,71,.559,.552
NL East,2015-08-27 00:00:00,6.5,62,508,535,WSN,64,.508,.524
NL East,2015-08-27 00:00:00,17.0,73,573,464,ATL,54,.425,.405
NL East,2015-08-27 00:00:00,20.5,77,533,472,MIA,51,.398,.445
NL East,2015-08-27 00:00:00,21.5,78,650,486,PHI,50,.391,.370
NL Central,2015-08-27 00:00:00,0.0,45,377,507,STL,82,.646,.632
NL Central,2015-08-27 00:00:00,4.5,49,454,537,PIT,77,.611,.576
NL Central,2015-08-27 00:00:00,8.5,53,489,522,CHC,73,.579,.530
NL Central,2015-08-27 00:00:00,29.0,74,578,503,MIL,53,.417,.437
NL Central,2015-08-27 00:00:00,29.5,74,556,492,CIN,52,.413,.444
NL West,2015-08-27 00:00:00,0.0,56,459,518,LAD,70,.556,.555
NL West,2015-08-27 00:00:00,2.5,59,481,550,SFG,68,.535,.561
NL West,2015-08-27 00:00:00,8.5,65,546,572,ARI,62,.488,.521
NL West,2015-08-27 00:00:00,8.5,65,561,516,SDP,62,.488,.462
NL West,2015-08-27 00:00:00,18.5,74,669,562,COL,51,.408,.421
AL East,2015-08-28 00:00:00,0.0,56,522,694,TOR,72,.563,.627
AL East,2015-08-28 00:00:00,1.5,57,543,604,NYY,70,.551,.549
AL East,2015-08-28 00:00:00,9.0,65,515,561,BAL,63,.492,.539
AL East,2015-08-28 00:00:00,9.0,65,497,477,TBR,63,.492,.481
AL East,2015-08-28 00:00:00,13.0,69,621,582,BOS,59,.461,.470
AL Central,2015-08-28 00:00:00,0.0,49,478,561,KCR,79,.617,.573
AL Central,2015-08-28 00:00:00,13.0,62,562,556,MIN,66,.516,.495
AL Central,2015-08-28 00:00:00,17.5,66,527,513,CLE,61,.480,.488
AL Central,2015-08-28 00:00:00,18.5,67,539,481,CHW,60,.472,.448
AL Central,2015-08-28 00:00:00,19.0,68,616,564,DET,60,.469,.460
AL West,2015-08-28 00:00:00,0.0,58,458,553,HOU,71,.550,.585
AL West,2015-08-28 00:00:00,4.0,61,591,565,TEX,66,.520,.479
AL West,2015-08-28 00:00:00,5.5,63,516,510,LAA,65,.508,.495
AL West,2015-08-28 00:00:00,11.0,69,588,497,SEA,60,.465,.424
AL West,2015-08-28 00:00:00,16.0,74,520,528,OAK,55,.426,.507
NL East,2015-08-28 00:00:00,0.0,57,470,524,NYM,71,.555,.550
NL East,2015-08-28 00:00:00,6.5,63,512,538,WSN,64,.504,.523
NL East,2015-08-28 00:00:00,17.0,74,588,468,ATL,54,.422,.397
NL East,2015-08-28 00:00:00,19.5,77,536,476,MIA,52,.403,.446
NL East,2015-08-28 00:00:00,20.5,78,651,493,PHI,51,.395,.375
NL Central,2015-08-28 00:00:00,0.0,46,382,511,STL,82,.641,.630
NL Central,2015-08-28 00:00:00,3.5,49,457,542,PIT,78,.614,.577
NL Central,2015-08-28 00:00:00,8.5,54,493,523,CHC,73,.575,.527
NL Central,2015-08-28 00:00:00,28.0,74,578,508,MIL,54,.422,.441
NL Central,2015-08-28 00:00:00,29.5,75,561,492,CIN,52,.409,.440
NL West,2015-08-28 00:00:00,0.0,56,460,522,LAD,71,.559,.558
NL West,2015-08-28 00:00:00,2.5,59,485,555,SFG,69,.539,.561
NL West,2015-08-28 00:00:00,8.5,65,550,578,ARI,63,.492,.523
NL West,2015-08-28 00:00:00,9.5,66,568,517,SDP,62,.484,.457
NL West,2015-08-28 00:00:00,19.5,75,674,565,COL,51,.405,.420
AL East,2015-08-29 00:00:00,0.0,56,523,709,TOR,73,.566,.636
AL East,2015-08-29 00:00:00,1.5,57,544,607,NYY,71,.555,.550
AL East,2015-08-29 00:00:00,10.0,66,519,564,BAL,63,.488,.538
AL East,2015-08-29 00:00:00,10.0,66,503,480,TBR,63,.488,.479
AL East,2015-08-29 00:00:00,13.0,69,622,585,BOS,60,.465,.472
AL Central,2015-08-29 00:00:00,0.0,49,481,567,KCR,80,.620,.575
AL Central,2015-08-29 00:00:00,14.0,63,566,557,MIN,66,.512,.493
AL Central,2015-08-29 00:00:00,17.5,66,530,521,CLE,62,.484,.492
AL Central,2015-08-29 00:00:00,19.5,68,546,487,CHW,60,.469,.448
AL Central,2015-08-29 00:00:00,20.0,69,631,565,DET,60,.465,.450
AL West,2015-08-29 00:00:00,0.0,58,459,557,HOU,72,.554,.588
AL West,2015-08-29 00:00:00,4.0,61,594,569,TEX,67,.523,.480
AL West,2015-08-29 00:00:00,6.5,64,524,513,LAA,65,.504,.490
AL West,2015-08-29 00:00:00,11.0,69,594,504,SEA,61,.469,.425
AL West,2015-08-29 00:00:00,16.0,74,522,531,OAK,56,.431,.508
NL East,2015-08-29 00:00:00,0.0,58,473,525,NYM,71,.550,.548
NL East,2015-08-29 00:00:00,5.5,63,513,543,WSN,65,.508,.526
NL East,2015-08-29 00:00:00,17.0,75,591,469,ATL,54,.419,.396
NL East,2015-08-29 00:00:00,19.5,78,654,497,PHI,52,.400,.377
NL East,2015-08-29 00:00:00,19.5,78,541,477,MIA,52,.400,.443
NL Central,2015-08-29 00:00:00,0.0,46,382,517,STL,83,.643,.635
NL Central,2015-08-29 00:00:00,3.5,49,460,546,PIT,79,.617,.578
NL Central,2015-08-29 00:00:00,9.5,55,498,525,CHC,73,.570,.524
NL Central,2015-08-29 00:00:00,29.0,75,590,517,MIL,54,.419,.440
NL Central,2015-08-29 00:00:00,29.5,75,570,504,CIN,53,.414,.444
NL West,2015-08-29 00:00:00,0.0,56,462,527,LAD,72,.563,.560
NL West,2015-08-29 00:00:00,3.5,60,491,555,SFG,69,.535,.556
NL West,2015-08-29 00:00:00,9.5,66,553,580,ARI,63,.488,.522
NL West,2015-08-29 00:00:00,10.5,67,572,520,SDP,62,.481,.457
NL West,2015-08-29 00:00:00,20.5,76,678,568,COL,51,.402,.420
AL East,2015-08-30 00:00:00,0.0,56,525,718,TOR,74,.569,.639
AL East,2015-08-30 00:00:00,1.5,57,550,627,NYY,72,.558,.560
AL East,2015-08-30 00:00:00,10.0,66,505,483,TBR,64,.492,.480
AL East,2015-08-30 00:00:00,11.0,67,525,564,BAL,63,.485,.533
AL East,2015-08-30 00:00:00,14.0,70,627,589,BOS,60,.462,.471
AL Central,2015-08-30 00:00:00,0.0,50,484,569,KCR,80,.615,.573
AL Central,2015-08-30 00:00:00,13.0,63,571,564,MIN,67,.515,.494
AL Central,2015-08-30 00:00:00,16.5,66,532,530,CLE,63,.488,.498
AL Central,2015-08-30 00:00:00,18.5,68,551,493,CHW,61,.473,.449
AL Central,2015-08-30 00:00:00,20.0,70,640,567,DET,60,.462,.445
AL West,2015-08-30 00:00:00,0.0,59,466,562,HOU,72,.550,.585
AL West,2015-08-30 00:00:00,3.0,61,594,575,TEX,68,.527,.485
AL West,2015-08-30 00:00:00,6.5,65,533,515,LAA,65,.500,.484
AL West,2015-08-30 00:00:00,11.0,70,600,509,SEA,61,.466,.425
AL West,2015-08-30 00:00:00,15.0,74,526,538,OAK,57,.435,.510
NL East,2015-08-30 00:00:00,0.0,58,477,530,NYM,72,.554,.548
NL East,2015-08-30 00:00:00,5.5,63,517,550,WSN,66,.512,.528
NL East,2015-08-30 00:00:00,18.0,76,611,475,ATL,54,.415,.387
NL East,2015-08-30 00:00:00,20.5,79,663,501,PHI,52,.397,.375
NL East,2015-08-30 00:00:00,20.5,79,548,481,MIA,52,.397,.441
NL Central,2015-08-30 00:00:00,0.0,46,387,524,STL,84,.646,.635
NL Central,2015-08-30 00:00:00,4.5,50,465,546,PIT,79,.612,.573
NL Central,2015-08-30 00:00:00,9.5,55,498,527,CHC,74,.574,.526
NL Central,2015-08-30 00:00:00,29.0,75,591,521,MIL,55,.423,.443
NL Central,2015-08-30 00:00:00,30.5,76,574,505,CIN,53,.411,.442
NL West,2015-08-30 00:00:00,0.0,57,464,527,LAD,72,.558,.558
NL West,2015-08-30 00:00:00,3.5,61,498,560,SFG,69,.531,.553
NL West,2015-08-30 00:00:00,9.5,67,560,584,ARI,63,.485,.519
NL West,2015-08-30 00:00:00,9.5,67,576,529,SDP,63,.485,.461
NL West,2015-08-30 00:00:00,19.5,76,678,573,COL,52,.406,.424
AL East,2015-08-31 00:00:00,0.0,57,529,720,TOR,74,.565,.637
AL East,2015-08-31 00:00:00,1.5,58,554,630,NYY,72,.554,.559
AL East,2015-08-31 00:00:00,9.0,66,508,489,TBR,65,.496,.483
AL East,2015-08-31 00:00:00,11.0,68,531,567,BAL,63,.481,.530
AL East,2015-08-31 00:00:00,13.0,70,630,593,BOS,61,.466,.472
AL Central,2015-08-31 00:00:00,0.0,50,484,569,KCR,80,.615,.573
AL Central,2015-08-31 00:00:00,13.0,63,571,564,MIN,67,.515,.494
AL Central,2015-08-31 00:00:00,16.0,66,534,534,CLE,64,.492,.500
AL Central,2015-08-31 00:00:00,18.5,68,551,493,CHW,61,.473,.449
AL Central,2015-08-31 00:00:00,20.0,70,640,567,DET,60,.462,.445
AL West,2015-08-31 00:00:00,0.0,59,469,570,HOU,73,.553,.588
AL West,2015-08-31 00:00:00,4.0,62,601,575,TEX,68,.523,.480
AL West,2015-08-31 00:00:00,7.5,66,544,520,LAA,65,.496,.479
AL West,2015-08-31 00:00:00,12.0,71,608,512,SEA,61,.462,.422
AL West,2015-08-31 00:00:00,15.0,74,531,549,OAK,58,.439,.515
NL East,2015-08-31 00:00:00,0.0,58,478,533,NYM,73,.557,.550
NL East,2015-08-31 00:00:00,6.5,64,525,555,WSN,66,.508,.525
NL East,2015-08-31 00:00:00,19.0,77,615,475,ATL,54,.412,.384
NL East,2015-08-31 00:00:00,20.5,79,548,485,MIA,53,.402,.444
NL East,2015-08-31 00:00:00,21.5,80,666,502,PHI,52,.394,.373
NL Central,2015-08-31 00:00:00,0.0,46,392,532,STL,85,.649,.636
NL Central,2015-08-31 00:00:00,5.0,50,465,546,PIT,79,.612,.573
NL Central,2015-08-31 00:00:00,10.5,56,511,533,CHC,74,.569,.519
NL Central,2015-08-31 00:00:00,29.5,75,591,521,MIL,55,.423,.443
NL Central,2015-08-31 00:00:00,30.5,76,580,518,CIN,54,.415,.448
NL West,2015-08-31 00:00:00,0.0,57,468,532,LAD,73,.562,.558
NL West,2015-08-31 00:00:00,4.5,62,503,564,SFG,69,.527,.552
NL West,2015-08-31 00:00:00,9.5,67,576,536,SDP,64,.489,.467
NL West,2015-08-31 00:00:00,10.5,68,565,588,ARI,63,.481,.518
NL West,2015-08-31 00:00:00,19.5,76,682,578,COL,53,.411,.425
AL East,2015-09-01 00:00:00,0.0,57,532,725,TOR,75,.568,.638
AL East,2015-09-01 00:00:00,1.5,58,555,633,NYY,73,.557,.560
AL East,2015-09-01 00:00:00,9.0,66,510,500,TBR,66,.500,.491
AL East,2015-09-01 00:00:00,12.0,69,542,569,BAL,63,.477,.522
AL East,2015-09-01 00:00:00,14.0,71,633,594,BOS,61,.462,.471
AL Central,2015-09-01 00:00:00,0.0,51,490,574,KCR,80,.611,.572
AL Central,2015-09-01 00:00:00,12.0,63,577,572,MIN,68,.519,.496
AL Central,2015-09-01 00:00:00,16.0,67,539,537,CLE,64,.489,.498
AL Central,2015-09-01 00:00:00,18.5,69,559,499,CHW,61,.469,.448
AL Central,2015-09-01 00:00:00,19.0,70,645,573,DET,61,.466,.446
AL West,2015-09-01 00:00:00,0.0,60,476,575,HOU,73,.549,.586
AL West,2015-09-01 00:00:00,3.0,62,607,583,TEX,69,.527,.482
AL West,2015-09-01 00:00:00,6.5,66,546,526,LAA,66,.500,.483
AL West,2015-09-01 00:00:00,11.0,71,613,519,SEA,62,.466,.424
AL West,2015-09-01 00:00:00,15.0,75,537,551,OAK,58,.436,.512
NL East,2015-09-01 00:00:00,0.0,59,492,541,NYM,73,.553,.543
NL East,2015-09-01 00:00:00,6.5,65,533,560,WSN,66,.504,.523
NL East,2015-09-01 00:00:00,19.0,78,622,476,ATL,54,.409,.380
NL East,2015-09-01 00:00:00,19.5,79,549,492,MIA,54,.406,.450
NL East,2015-09-01 00:00:00,20.5,80,674,516,PHI,53,.398,.380
NL Central,2015-09-01 00:00:00,0.0,46,397,540,STL,86,.652,.637
NL Central,2015-09-01 00:00:00,6.0,51,472,550,PIT,79,.608,.570
NL Central,2015-09-01 00:00:00,10.5,56,515,538,CHC,75,.573,.520
NL Central,2015-09-01 00:00:00,29.5,75,595,528,MIL,56,.427,.446
NL Central,2015-09-01 00:00:00,31.5,77,585,522,CIN,54,.412,.448
NL West,2015-09-01 00:00:00,0.0,57,469,534,LAD,74,.565,.559
NL West,2015-09-01 00:00:00,5.5,63,505,565,SFG,69,.523,.551
NL West,2015-09-01 00:00:00,10.0,68,572,599,ARI,65,.489,.521
NL West,2015-09-01 00:00:00,10.5,68,584,542,SDP,64,.485,.466
NL West,2015-09-01 00:00:00,21.0,78,693,585,COL,53,.405,.423
AL East,2015-09-02 00:00:00,0.0,57,533,730,TOR,76,.571,.640
AL East,2015-09-02 00:00:00,1.5,58,563,646,NYY,74,.561,.563
AL East,2015-09-02 00:00:00,10.0,67,517,506,TBR,66,.496,.490
AL East,2015-09-02 00:00:00,12.0,69,548,576,BAL,64,.481,.523
AL East,2015-09-02 00:00:00,15.0,72,646,602,BOS,61,.459,.468
AL Central,2015-09-02 00:00:00,0.0,51,491,586,KCR,81,.614,.580
AL Central,2015-09-02 00:00:00,12.0,63,577,575,MIN,69,.523,.498
AL Central,2015-09-02 00:00:00,17.0,68,544,538,CLE,64,.485,.495
AL Central,2015-09-02 00:00:00,19.5,70,562,499,CHW,61,.466,.446
AL Central,2015-09-02 00:00:00,20.0,71,657,574,DET,61,.462,.439
AL West,2015-09-02 00:00:00,0.0,61,484,578,HOU,73,.545,.580
AL West,2015-09-02 00:00:00,2.0,62,610,587,TEX,70,.530,.482
AL West,2015-09-02 00:00:00,5.5,66,550,535,LAA,67,.504,.487
AL West,2015-09-02 00:00:00,10.0,71,616,527,SEA,63,.470,.429
AL West,2015-09-02 00:00:00,15.0,76,546,555,OAK,58,.433,.507
NL East,2015-09-02 00:00:00,0.0,59,496,550,NYM,74,.556,.547
NL East,2015-09-02 00:00:00,6.5,65,536,564,WSN,67,.508,.523
NL East,2015-09-02 00:00:00,19.5,79,552,499,MIA,55,.410,.454
NL East,2015-09-02 00:00:00,20.0,79,629,479,ATL,54,.406,.378
NL East,2015-09-02 00:00:00,21.5,81,683,520,PHI,53,.396,.378
NL Central,2015-09-02 00:00:00,0.0,47,401,543,STL,86,.647,.635
NL Central,2015-09-02 00:00:00,6.0,52,481,554,PIT,79,.603,.564
NL Central,2015-09-02 00:00:00,10.5,57,522,542,CHC,75,.568,.517
NL Central,2015-09-02 00:00:00,28.5,75,599,537,MIL,57,.432,.450
NL Central,2015-09-02 00:00:00,30.5,77,589,529,CIN,55,.417,.451
NL West,2015-09-02 00:00:00,0.0,57,470,536,LAD,75,.568,.560
NL West,2015-09-02 00:00:00,6.5,64,507,566,SFG,69,.519,.550
NL West,2015-09-02 00:00:00,11.0,69,581,603,ARI,65,.485,.517
NL West,2015-09-02 00:00:00,11.5,69,588,545,SDP,64,.481,.465
NL West,2015-09-02 00:00:00,21.0,78,697,594,COL,54,.409,.427
AL East,2015-09-03 00:00:00,0.0,57,533,730,TOR,76,.571,.640
AL East,2015-09-03 00:00:00,1.5,58,563,646,NYY,74,.561,.563
AL East,2015-09-03 00:00:00,10.0,67,517,506,TBR,66,.496,.490
AL East,2015-09-03 00:00:00,12.0,69,548,576,BAL,64,.481,.523
AL East,2015-09-03 00:00:00,15.0,72,646,602,BOS,61,.459,.468
AL Central,2015-09-03 00:00:00,0.0,51,498,601,KCR,82,.617,.585
AL Central,2015-09-03 00:00:00,13.0,64,583,579,MIN,69,.519,.497
AL Central,2015-09-03 00:00:00,17.5,68,544,538,CLE,64,.485,.495
AL Central,2015-09-03 00:00:00,19.5,70,566,505,CHW,62,.470,.448
AL Central,2015-09-03 00:00:00,21.0,72,672,581,DET,61,.459,.434
AL West,2015-09-03 00:00:00,0.0,61,484,578,HOU,73,.545,.580
AL West,2015-09-03 00:00:00,2.0,62,610,587,TEX,70,.530,.482
AL West,2015-09-03 00:00:00,5.5,66,550,535,LAA,67,.504,.487
AL West,2015-09-03 00:00:00,10.0,71,616,527,SEA,63,.470,.429
AL West,2015-09-03 00:00:00,15.0,76,546,555,OAK,58,.433,.507
NL East,2015-09-03 00:00:00,0.0,59,496,550,NYM,74,.556,.547
NL East,2015-09-03 00:00:00,6.0,65,537,579,WSN,68,.511,.534
NL East,2015-09-03 00:00:00,19.5,79,552,499,MIA,55,.410,.454
NL East,2015-09-03 00:00:00,20.5,80,644,480,ATL,54,.403,.369
NL East,2015-09-03 00:00:00,21.5,81,683,520,PHI,53,.396,.378
NL Central,2015-09-03 00:00:00,0.0,47,401,543,STL,86,.647,.635
NL Central,2015-09-03 00:00:00,6.5,53,486,557,PIT,79,.598,.562
NL Central,2015-09-03 00:00:00,10.5,57,522,542,CHC,75,.568,.517
NL Central,2015-09-03 00:00:00,28.0,75,602,542,MIL,58,.436,.452
NL Central,2015-09-03 00:00:00,30.5,77,589,529,CIN,55,.417,.451
NL West,2015-09-03 00:00:00,0.0,58,480,543,LAD,75,.564,.556
NL West,2015-09-03 00:00:00,6.5,65,518,569,SFG,69,.515,.543
NL West,2015-09-03 00:00:00,10.5,69,581,603,ARI,65,.485,.517
NL West,2015-09-03 00:00:00,10.5,69,595,555,SDP,65,.485,.468
NL West,2015-09-03 00:00:00,20.0,78,700,605,COL,55,.414,.434
AL East,2015-09-04 00:00:00,0.0,58,543,732,TOR,76,.567,.633
AL East,2015-09-04 00:00:00,0.5,58,565,651,NYY,75,.564,.564
AL East,2015-09-04 00:00:00,10.0,68,522,508,TBR,66,.493,.488
AL East,2015-09-04 00:00:00,11.0,69,550,586,BAL,65,.485,.529
AL East,2015-09-04 00:00:00,14.0,72,651,609,BOS,62,.463,.470
AL Central,2015-09-04 00:00:00,0.0,52,510,602,KCR,82,.612,.575
AL Central,2015-09-04 00:00:00,13.0,65,591,579,MIN,69,.515,.491
AL Central,2015-09-04 00:00:00,16.5,68,545,546,CLE,65,.489,.501
