division,date,GB,L,RA,RS,Tm,W,W-L%,pythW-L%
AL East,2015-05-03 00:00:00,4.0,13,134,122,BOS,12,.480,.457
AL East,2015-05-03 00:00:00,4.5,14,138,144,TOR,12,.462,.519
AL Central,2015-05-03 00:00:00,0.0,9,107,117,DET,17,.654,.541
AL Central,2015-05-03 00:00:00,0.5,9,83,128,KCR,16,.640,.688
AL Central,2015-05-03 00:00:00,3.5,12,106,105,MIN,13,.520,.496
AL Central,2015-05-03 00:00:00,7.0,15,120,102,CLE,9,.375,.426
AL Central,2015-05-03 00:00:00,7.0,14,108,70,CHW,8,.364,.311
AL West,2015-05-03 00:00:00,0.0,7,88,125,HOU,18,.720,.655
AL West,2015-05-03 00:00:00,7.0,14,101,95,LAA,11,.440,.472
AL West,2015-05-03 00:00:00,7.5,15,113,131,OAK,11,.423,.567
AL West,2015-05-03 00:00:00,8.0,15,118,92,SEA,10,.400,.388
AL West,2015-05-03 00:00:00,9.5,16,117,89,TEX,8,.333,.377
NL East,2015-05-03 00:00:00,0.0,10,83,101,NYM,16,.615,.589
NL East,2015-05-03 00:00:00,3.5,13,114,107,ATL,12,.480,.471
NL East,2015-05-03 00:00:00,3.5,13,96,110,MIA,12,.480,.562
NL East,2015-05-03 00:00:00,4.0,14,111,105,WSN,12,.462,.475
NL East,2015-05-03 00:00:00,7.0,17,122,72,PHI,9,.346,.276
NL Central,2015-05-03 00:00:00,0.0,6,59,99,STL,18,.750,.721
NL Central,2015-05-03 00:00:00,4.5,10,88,94,CHC,13,.565,.530
NL Central,2015-05-03 00:00:00,6.5,13,108,100,CIN,12,.480,.465
NL Central,2015-05-03 00:00:00,6.5,13,78,93,PIT,12,.480,.580
NL Central,2015-05-03 00:00:00,11.5,18,123,82,MIL,7,.280,.323
NL West,2015-05-03 00:00:00,0.0,8,81,115,LAD,16,.667,.655
NL West,2015-05-03 00:00:00,3.0,12,119,131,SDP,14,.538,.544
NL West,2015-05-03 00:00:00,4.5,13,100,79,SFG,12,.480,.394
NL West,2015-05-03 00:00:00,5.0,13,131,99,COL,11,.458,.375
NL West,2015-05-03 00:00:00,6.0,14,101,100,ARI,10,.417,.495
AL East,2015-05-04 00:00:00,0.0,10,96,125,NYY,16,.615,.618
AL East,2015-05-04 00:00:00,2.0,12,95,96,TBR,14,.538,.505
AL East,2015-05-04 00:00:00,2.5,11,108,120,BAL,12,.522,.548
AL East,2015-05-04 00:00:00,3.5,14,139,147,TOR,13,.481,.526
AL East,2015-05-04 00:00:00,4.0,14,139,123,BOS,12,.462,.444
AL Central,2015-05-04 00:00:00,0.0,9,107,117,DET,17,.654,.541
AL Central,2015-05-04 00:00:00,0.5,9,83,128,KCR,16,.640,.688
AL Central,2015-05-04 00:00:00,3.0,12,113,113,MIN,14,.538,.500
AL Central,2015-05-04 00:00:00,7.0,15,120,102,CLE,9,.375,.426
AL Central,2015-05-04 00:00:00,7.0,14,108,70,CHW,8,.364,.311
AL West,2015-05-04 00:00:00,0.0,8,90,126,HOU,18,.692,.649
AL West,2015-05-04 00:00:00,7.0,15,120,95,SEA,11,.423,.395
AL West,2015-05-04 00:00:00,7.0,15,104,97,LAA,11,.423,.468
AL West,2015-05-04 00:00:00,7.5,16,121,138,OAK,11,.407,.560
AL West,2015-05-04 00:00:00,8.5,16,118,91,TEX,9,.360,.383
NL East,2015-05-04 00:00:00,0.0,10,83,101,NYM,16,.615,.589
NL East,2015-05-04 00:00:00,3.5,14,115,111,WSN,13,.481,.484
NL East,2015-05-04 00:00:00,4.0,14,119,109,ATL,12,.462,.460
NL East,2015-05-04 00:00:00,4.0,14,102,114,MIA,12,.462,.551
NL East,2015-05-04 00:00:00,6.5,17,124,77,PHI,10,.370,.295
NL Central,2015-05-04 00:00:00,0.0,6,68,109,STL,19,.760,.703
NL Central,2015-05-04 00:00:00,5.5,11,98,103,CHC,13,.542,.523
NL Central,2015-05-04 00:00:00,7.0,13,108,100,CIN,12,.480,.465
NL Central,2015-05-04 00:00:00,7.0,13,78,93,PIT,12,.480,.580
NL Central,2015-05-04 00:00:00,11.5,18,126,86,MIL,8,.308,.332
NL West,2015-05-04 00:00:00,0.0,9,85,118,LAD,16,.640,.646
NL West,2015-05-04 00:00:00,3.0,13,121,131,SDP,14,.519,.536
NL West,2015-05-04 00:00:00,3.5,13,100,81,SFG,13,.500,.405
NL West,2015-05-04 00:00:00,4.5,13,131,99,COL,11,.458,.375
NL West,2015-05-04 00:00:00,5.5,14,101,100,ARI,10,.417,.495
AL East,2015-05-05 00:00:00,0.0,10,99,131,NYY,17,.630,.625
AL East,2015-05-05 00:00:00,3.0,13,97,96,TBR,14,.519,.495
AL East,2015-05-05 00:00:00,3.5,12,111,122,BAL,12,.500,.543
AL East,2015-05-05 00:00:00,4.0,14,139,125,BOS,13,.481,.452
AL East,2015-05-05 00:00:00,4.5,15,145,150,TOR,13,.464,.516
AL Central,2015-05-05 00:00:00,0.0,9,86,133,KCR,17,.654,.690
AL Central,2015-05-05 00:00:00,0.5,10,112,119,DET,17,.630,.528
AL Central,2015-05-05 00:00:00,3.5,13,115,114,MIN,14,.519,.496
AL Central,2015-05-05 00:00:00,6.5,14,110,75,CHW,9,.391,.332
AL Central,2015-05-05 00:00:00,7.5,16,125,105,CLE,9,.360,.421
AL West,2015-05-05 00:00:00,0.0,9,97,127,HOU,18,.667,.621
AL West,2015-05-05 00:00:00,6.0,15,108,102,LAA,12,.444,.474
AL West,2015-05-05 00:00:00,6.5,16,122,140,OAK,12,.429,.563
AL West,2015-05-05 00:00:00,7.0,16,125,99,SEA,11,.407,.395
AL West,2015-05-05 00:00:00,7.5,16,119,98,TEX,10,.385,.412
NL East,2015-05-05 00:00:00,0.0,10,85,104,NYM,17,.630,.591
NL East,2015-05-05 00:00:00,4.0,14,119,118,ATL,13,.481,.496
NL East,2015-05-05 00:00:00,4.0,14,103,116,MIA,13,.481,.554
NL East,2015-05-05 00:00:00,4.5,15,117,112,WSN,13,.464,.480
NL East,2015-05-05 00:00:00,7.5,18,133,77,PHI,10,.357,.269
NL Central,2015-05-05 00:00:00,0.0,6,72,116,STL,20,.769,.705
NL Central,2015-05-05 00:00:00,6.5,12,105,107,CHC,13,.520,.509
NL Central,2015-05-05 00:00:00,7.0,13,109,107,CIN,13,.500,.492
NL Central,2015-05-05 00:00:00,8.0,14,85,94,PIT,12,.462,.546
NL Central,2015-05-05 00:00:00,12.5,19,134,88,MIL,8,.296,.317
NL West,2015-05-05 00:00:00,0.0,9,87,126,LAD,17,.654,.663
NL West,2015-05-05 00:00:00,3.5,13,100,87,SFG,14,.519,.437
NL West,2015-05-05 00:00:00,4.0,14,127,131,SDP,14,.500,.514
NL West,2015-05-05 00:00:00,5.0,13,131,99,COL,11,.458,.375
NL West,2015-05-05 00:00:00,6.0,14,101,100,ARI,10,.417,.495
AL East,2015-05-06 00:00:00,0.0,11,104,132,NYY,17,.607,.607
AL East,2015-05-06 00:00:00,2.0,13,100,101,TBR,15,.536,.505
AL East,2015-05-06 00:00:00,3.5,13,116,123,BAL,12,.480,.527
AL East,2015-05-06 00:00:00,3.5,15,146,155,TOR,14,.483,.527
AL East,2015-05-06 00:00:00,4.0,15,144,128,BOS,13,.464,.446
AL Central,2015-05-06 00:00:00,0.0,10,96,136,KCR,17,.630,.654
AL Central,2015-05-06 00:00:00,0.5,11,119,125,DET,17,.607,.522
AL Central,2015-05-06 00:00:00,2.5,13,115,127,MIN,15,.536,.545
AL Central,2015-05-06 00:00:00,5.5,14,116,82,CHW,10,.417,.346
AL Central,2015-05-06 00:00:00,6.5,16,128,115,CLE,10,.385,.451
AL West,2015-05-06 00:00:00,0.0,10,108,130,HOU,18,.643,.584
AL West,2015-05-06 00:00:00,5.0,15,111,106,LAA,13,.464,.479
AL West,2015-05-06 00:00:00,6.5,16,122,109,TEX,11,.407,.449
AL West,2015-05-06 00:00:00,6.5,17,135,140,OAK,12,.414,.517
AL West,2015-05-06 00:00:00,7.0,17,129,102,SEA,11,.393,.394
NL East,2015-05-06 00:00:00,0.0,10,86,109,NYM,18,.643,.607
NL East,2015-05-06 00:00:00,4.0,14,124,125,ATL,14,.500,.504
NL East,2015-05-06 00:00:00,4.5,15,122,119,WSN,14,.483,.489
NL East,2015-05-06 00:00:00,5.0,15,110,121,MIA,13,.464,.543
NL East,2015-05-06 00:00:00,8.5,19,140,82,PHI,10,.345,.273
NL Central,2015-05-06 00:00:00,0.0,7,78,121,STL,20,.741,.691
NL Central,2015-05-06 00:00:00,5.5,12,110,113,CHC,14,.538,.512
NL Central,2015-05-06 00:00:00,6.0,13,109,110,CIN,14,.519,.504
NL Central,2015-05-06 00:00:00,8.0,15,88,94,PIT,12,.444,.530
NL Central,2015-05-06 00:00:00,11.5,19,137,94,MIL,9,.321,.334
NL West,2015-05-06 00:00:00,0.0,10,93,129,LAD,17,.630,.645
NL West,2015-05-06 00:00:00,3.0,14,128,140,SDP,15,.517,.541
NL West,2015-05-06 00:00:00,3.5,14,109,88,SFG,14,.500,.403
NL West,2015-05-06 00:00:00,4.5,14,109,118,ARI,12,.462,.536
NL West,2015-05-06 00:00:00,5.5,15,149,107,COL,11,.423,.353
AL East,2015-05-07 00:00:00,0.0,11,107,136,NYY,18,.621,.608
AL East,2015-05-07 00:00:00,3.0,14,105,105,TBR,15,.517,.500
AL East,2015-05-07 00:00:00,4.0,15,146,155,TOR,14,.483,.527
AL East,2015-05-07 00:00:00,4.5,14,120,126,BAL,12,.462,.522
AL East,2015-05-07 00:00:00,4.5,15,144,128,BOS,13,.464,.446
AL Central,2015-05-07 00:00:00,0.0,10,100,143,KCR,18,.643,.658
AL Central,2015-05-07 00:00:00,0.5,11,120,129,DET,18,.621,.533
AL Central,2015-05-07 00:00:00,2.5,13,120,133,MIN,16,.552,.547
AL Central,2015-05-07 00:00:00,6.5,15,120,83,CHW,10,.400,.337
AL Central,2015-05-07 00:00:00,7.5,17,135,119,CLE,10,.370,.443
AL West,2015-05-07 00:00:00,0.0,10,110,133,HOU,19,.655,.586
AL West,2015-05-07 00:00:00,6.0,16,114,108,LAA,13,.448,.475
AL West,2015-05-07 00:00:00,6.5,16,126,114,TEX,12,.429,.454
AL West,2015-05-07 00:00:00,7.5,18,141,145,OAK,12,.400,.513
AL West,2015-05-07 00:00:00,7.5,17,129,102,SEA,11,.393,.394
NL East,2015-05-07 00:00:00,0.0,10,86,109,NYM,18,.643,.607
NL East,2015-05-07 00:00:00,4.0,14,124,125,ATL,14,.500,.504
NL East,2015-05-07 00:00:00,4.5,15,122,119,WSN,14,.483,.489
NL East,2015-05-07 00:00:00,4.5,15,112,128,MIA,14,.483,.561
NL East,2015-05-07 00:00:00,8.5,19,140,82,PHI,10,.345,.273
NL Central,2015-05-07 00:00:00,0.0,7,79,126,STL,21,.750,.701
NL Central,2015-05-07 00:00:00,6.5,13,115,114,CHC,14,.519,.496
NL Central,2015-05-07 00:00:00,7.0,14,116,112,CIN,14,.500,.484
NL Central,2015-05-07 00:00:00,8.0,15,90,101,PIT,13,.464,.553
NL Central,2015-05-07 00:00:00,12.5,20,151,98,MIL,9,.310,.312
NL West,2015-05-07 00:00:00,0.0,10,97,143,LAD,18,.643,.670
NL West,2015-05-07 00:00:00,4.0,15,139,140,SDP,15,.500,.503
NL West,2015-05-07 00:00:00,4.5,14,109,129,ARI,13,.481,.576
NL West,2015-05-07 00:00:00,4.5,15,116,90,SFG,14,.483,.386
NL West,2015-05-07 00:00:00,6.0,15,149,107,COL,11,.423,.353
AL East,2015-05-08 00:00:00,0.0,11,111,141,NYY,19,.633,.608
AL East,2015-05-08 00:00:00,3.0,14,107,113,TBR,16,.533,.525
AL East,2015-05-08 00:00:00,4.0,15,146,162,TOR,15,.500,.547
AL East,2015-05-08 00:00:00,5.5,15,125,130,BAL,12,.444,.518
AL East,2015-05-08 00:00:00,5.5,16,151,128,BOS,13,.448,.425
AL Central,2015-05-08 00:00:00,0.0,11,125,135,DET,19,.633,.535
AL Central,2015-05-08 00:00:00,0.5,11,106,148,KCR,18,.621,.648
AL Central,2015-05-08 00:00:00,2.0,13,123,142,MIN,17,.567,.565
AL Central,2015-05-08 00:00:00,6.5,15,120,83,CHW,10,.400,.337
AL Central,2015-05-08 00:00:00,8.0,18,144,122,CLE,10,.357,.425
AL West,2015-05-08 00:00:00,0.0,11,112,133,HOU,19,.633,.578
AL West,2015-05-08 00:00:00,5.0,16,114,110,LAA,14,.467,.484
AL West,2015-05-08 00:00:00,6.5,17,132,106,SEA,12,.414,.401
AL West,2015-05-08 00:00:00,6.5,17,134,116,TEX,12,.414,.434
AL West,2015-05-08 00:00:00,7.5,19,145,148,OAK,12,.387,.509
NL East,2015-05-08 00:00:00,0.0,11,89,110,NYM,18,.621,.596
NL East,2015-05-08 00:00:00,3.5,15,124,128,WSN,15,.500,.515
NL East,2015-05-08 00:00:00,4.0,15,133,127,ATL,14,.483,.479
NL East,2015-05-08 00:00:00,4.5,16,118,128,MIA,14,.467,.537
NL East,2015-05-08 00:00:00,7.5,19,141,85,PHI,11,.367,.284
NL Central,2015-05-08 00:00:00,0.0,7,84,134,STL,22,.759,.702
NL Central,2015-05-08 00:00:00,6.5,13,121,121,CHC,15,.536,.500
NL Central,2015-05-08 00:00:00,7.5,14,116,112,CIN,14,.500,.484
NL Central,2015-05-08 00:00:00,9.0,16,98,106,PIT,13,.448,.536
NL Central,2015-05-08 00:00:00,13.5,21,158,104,MIL,9,.300,.317
NL West,2015-05-08 00:00:00,0.0,10,98,145,LAD,19,.655,.672
NL West,2015-05-08 00:00:00,4.0,15,144,146,SDP,16,.516,.506
NL West,2015-05-08 00:00:00,4.5,15,116,96,SFG,15,.500,.414
NL West,2015-05-08 00:00:00,5.5,15,115,134,ARI,13,.464,.570
NL West,2015-05-08 00:00:00,7.0,16,151,108,COL,11,.407,.351
AL East,2015-05-09 00:00:00,0.0,12,117,143,NYY,19,.613,.591
AL East,2015-05-09 00:00:00,2.0,14,109,120,TBR,17,.548,.544
AL East,2015-05-09 00:00:00,3.0,15,147,169,TOR,16,.516,.563
AL East,2015-05-09 00:00:00,4.5,15,127,136,BAL,13,.464,.531
AL East,2015-05-09 00:00:00,5.5,17,158,129,BOS,13,.433,.408
AL Central,2015-05-09 00:00:00,0.0,11,108,154,KCR,19,.633,.657
AL Central,2015-05-09 00:00:00,0.5,12,131,137,DET,19,.613,.520
AL Central,2015-05-09 00:00:00,1.5,13,127,149,MIN,18,.581,.573
AL Central,2015-05-09 00:00:00,6.5,16,132,95,CHW,11,.407,.354
AL Central,2015-05-09 00:00:00,8.5,19,151,126,CLE,10,.345,.418
AL West,2015-05-09 00:00:00,0.0,11,117,139,HOU,20,.645,.578
AL West,2015-05-09 00:00:00,6.0,17,120,115,LAA,14,.452,.481
AL West,2015-05-09 00:00:00,6.5,17,134,113,SEA,13,.433,.423
AL West,2015-05-09 00:00:00,7.5,18,141,118,TEX,12,.400,.419
AL West,2015-05-09 00:00:00,8.5,20,152,150,OAK,12,.375,.494
NL East,2015-05-09 00:00:00,0.0,11,91,113,NYM,19,.633,.598
NL East,2015-05-09 00:00:00,3.5,15,130,136,WSN,16,.516,.521
NL East,2015-05-09 00:00:00,4.5,16,120,134,MIA,15,.484,.550
NL East,2015-05-09 00:00:00,5.0,16,141,133,ATL,14,.467,.473
NL East,2015-05-09 00:00:00,8.5,20,144,87,PHI,11,.355,.285
NL Central,2015-05-09 00:00:00,0.0,8,91,139,STL,22,.733,.685
NL Central,2015-05-09 00:00:00,6.5,14,133,125,CHC,15,.517,.472
NL Central,2015-05-09 00:00:00,7.0,15,128,124,CIN,15,.500,.485
NL Central,2015-05-09 00:00:00,8.0,16,103,113,PIT,14,.467,.542
NL Central,2015-05-09 00:00:00,12.5,21,162,116,MIL,10,.323,.352
NL West,2015-05-09 00:00:00,0.0,10,98,145,LAD,19,.655,.672
NL West,2015-05-09 00:00:00,3.5,15,148,152,SDP,17,.531,.512
NL West,2015-05-09 00:00:00,5.0,16,122,98,SFG,15,.484,.401
NL West,2015-05-09 00:00:00,6.0,16,121,138,ARI,13,.448,.560
NL West,2015-05-09 00:00:00,7.0,16,151,108,COL,11,.407,.351
AL East,2015-05-10 00:00:00,0.0,12,119,149,NYY,20,.625,.601
AL East,2015-05-10 00:00:00,3.0,15,111,121,TBR,17,.531,.539
AL East,2015-05-10 00:00:00,4.0,16,153,172,TOR,16,.500,.553
AL East,2015-05-10 00:00:00,5.5,16,133,138,BAL,13,.448,.517
AL East,2015-05-10 00:00:00,5.5,17,161,135,BOS,14,.452,.420
AL Central,2015-05-10 00:00:00,0.0,11,109,156,KCR,20,.645,.658
AL Central,2015-05-10 00:00:00,1.5,13,133,138,DET,19,.594,.517
AL Central,2015-05-10 00:00:00,2.5,14,135,151,MIN,18,.563,.551
AL Central,2015-05-10 00:00:00,6.5,16,135,99,CHW,12,.429,.362
AL Central,2015-05-10 00:00:00,8.5,19,153,134,CLE,11,.367,.440
AL West,2015-05-10 00:00:00,0.0,12,120,140,HOU,20,.625,.570
AL West,2015-05-10 00:00:00,5.0,17,121,118,LAA,15,.469,.489
AL West,2015-05-10 00:00:00,5.5,17,137,117,SEA,14,.452,.428
AL West,2015-05-10 00:00:00,6.5,18,142,120,TEX,13,.419,.424
AL West,2015-05-10 00:00:00,8.5,21,156,153,OAK,12,.364,.491
NL East,2015-05-10 00:00:00,0.0,11,95,120,NYM,20,.645,.605
NL East,2015-05-10 00:00:00,3.5,15,134,141,WSN,17,.531,.523
NL East,2015-05-10 00:00:00,5.5,17,123,136,MIA,15,.469,.546
NL East,2015-05-10 00:00:00,6.0,17,146,137,ATL,14,.452,.471
NL East,2015-05-10 00:00:00,9.5,21,151,91,PHI,11,.344,.284
NL Central,2015-05-10 00:00:00,0.0,9,95,142,STL,22,.710,.676
NL Central,2015-05-10 00:00:00,6.5,15,136,127,CHC,15,.500,.469
NL Central,2015-05-10 00:00:00,7.0,16,132,127,CIN,15,.484,.482
NL Central,2015-05-10 00:00:00,7.0,16,106,117,PIT,15,.484,.545
NL Central,2015-05-10 00:00:00,11.5,21,164,119,MIL,11,.344,.357
NL West,2015-05-10 00:00:00,0.0,10,103,154,LAD,20,.667,.676
NL West,2015-05-10 00:00:00,4.5,16,150,153,SDP,17,.515,.509
NL West,2015-05-10 00:00:00,5.0,16,124,101,SFG,16,.500,.407
NL West,2015-05-10 00:00:00,6.0,16,122,140,ARI,14,.467,.563
NL West,2015-05-10 00:00:00,8.0,17,160,113,COL,11,.393,.346
AL East,2015-05-11 00:00:00,0.0,12,124,160,NYY,21,.636,.615
AL East,2015-05-11 00:00:00,4.0,16,122,126,TBR,17,.515,.515
AL East,2015-05-11 00:00:00,5.0,17,158,174,TOR,16,.485,.544
AL East,2015-05-11 00:00:00,5.5,16,135,143,BAL,14,.467,.526
AL East,2015-05-11 00:00:00,5.5,17,165,140,BOS,15,.469,.425
AL Central,2015-05-11 00:00:00,0.0,12,117,158,KCR,20,.625,.634
AL Central,2015-05-11 00:00:00,1.0,13,133,138,DET,19,.594,.517
AL Central,2015-05-11 00:00:00,2.0,14,135,151,MIN,18,.563,.551
AL Central,2015-05-11 00:00:00,6.5,17,145,106,CHW,12,.414,.360
AL Central,2015-05-11 00:00:00,8.0,19,153,134,CLE,11,.367,.440
AL West,2015-05-11 00:00:00,0.0,12,120,140,HOU,20,.625,.570
AL West,2015-05-11 00:00:00,5.0,17,121,118,LAA,15,.469,.489
AL West,2015-05-11 00:00:00,5.5,17,137,117,SEA,14,.452,.428
AL West,2015-05-11 00:00:00,6.0,18,144,128,TEX,14,.438,.446
AL West,2015-05-11 00:00:00,9.0,22,161,157,OAK,12,.353,.488
NL East,2015-05-11 00:00:00,0.0,12,99,123,NYM,20,.625,.598
NL East,2015-05-11 00:00:00,2.5,15,135,152,WSN,18,.545,.554
NL East,2015-05-11 00:00:00,5.0,17,147,139,ATL,15,.469,.474
NL East,2015-05-11 00:00:00,5.5,18,128,139,MIA,15,.455,.538
NL East,2015-05-11 00:00:00,9.5,22,155,94,PHI,11,.333,.286
NL Central,2015-05-11 00:00:00,0.0,9,95,142,STL,22,.710,.676
NL Central,2015-05-11 00:00:00,6.0,15,139,131,CHC,16,.516,.473
NL Central,2015-05-11 00:00:00,6.5,16,109,121,PIT,16,.500,.548
NL Central,2015-05-11 00:00:00,7.5,17,134,128,CIN,15,.469,.479
NL Central,2015-05-11 00:00:00,11.0,21,171,129,MIL,12,.364,.374
NL West,2015-05-11 00:00:00,0.0,10,106,159,LAD,21,.677,.677
NL West,2015-05-11 00:00:00,5.0,16,150,153,SDP,17,.515,.509
NL West,2015-05-11 00:00:00,5.5,16,124,101,SFG,16,.500,.407
NL West,2015-05-11 00:00:00,7.0,17,133,141,ARI,14,.452,.527
NL West,2015-05-11 00:00:00,8.5,17,160,113,COL,11,.393,.346
AL East,2015-05-12 00:00:00,0.0,13,128,162,NYY,21,.618,.606
AL East,2015-05-12 00:00:00,3.0,16,124,130,TBR,18,.529,.522
AL East,2015-05-12 00:00:00,4.0,17,160,184,TOR,17,.500,.564
AL East,2015-05-12 00:00:00,5.5,17,145,145,BAL,14,.452,.500
AL East,2015-05-12 00:00:00,5.5,18,174,142,BOS,15,.455,.408
AL Central,2015-05-12 00:00:00,0.0,12,123,165,KCR,21,.636,.631
AL Central,2015-05-12 00:00:00,1.0,13,134,140,DET,20,.606,.520
AL Central,2015-05-12 00:00:00,3.0,15,137,152,MIN,18,.545,.547
AL Central,2015-05-12 00:00:00,6.5,17,147,110,CHW,13,.433,.370
AL Central,2015-05-12 00:00:00,9.0,20,161,137,CLE,11,.355,.427
AL West,2015-05-12 00:00:00,0.0,13,128,141,HOU,20,.606,.544
AL West,2015-05-12 00:00:00,4.0,17,123,123,LAA,16,.485,.500
AL West,2015-05-12 00:00:00,4.5,17,141,128,SEA,15,.469,.456
AL West,2015-05-12 00:00:00,6.0,19,151,134,TEX,14,.424,.446
AL West,2015-05-12 00:00:00,8.0,22,163,166,OAK,13,.371,.508
NL East,2015-05-12 00:00:00,0.0,13,105,124,NYM,20,.606,.576
NL East,2015-05-12 00:00:00,2.5,16,149,158,WSN,18,.529,.527
NL East,2015-05-12 00:00:00,5.0,18,151,142,ATL,15,.455,.472
NL East,2015-05-12 00:00:00,5.5,19,139,140,MIA,15,.441,.503
NL East,2015-05-12 00:00:00,9.5,23,162,96,PHI,11,.324,.277
NL Central,2015-05-12 00:00:00,0.0,9,98,150,STL,23,.719,.685
NL Central,2015-05-12 00:00:00,6.0,15,140,137,CHC,17,.531,.490
NL Central,2015-05-12 00:00:00,6.5,16,111,128,PIT,17,.515,.565
NL Central,2015-05-12 00:00:00,7.5,17,137,132,CIN,16,.485,.483
NL Central,2015-05-12 00:00:00,12.0,22,175,131,MIL,12,.353,.371
NL West,2015-05-12 00:00:00,0.0,10,107,170,LAD,22,.688,.700
NL West,2015-05-12 00:00:00,5.5,16,125,109,SFG,17,.515,.438
NL West,2015-05-12 00:00:00,6.0,17,161,157,SDP,17,.500,.488
NL West,2015-05-12 00:00:00,7.0,17,139,155,ARI,15,.469,.550
NL West,2015-05-12 00:00:00,9.5,18,165,115,COL,11,.379,.341
AL East,2015-05-13 00:00:00,0.0,14,131,164,NYY,21,.600,.601
AL East,2015-05-13 00:00:00,2.0,16,126,133,TBR,19,.543,.525
AL East,2015-05-13 00:00:00,4.0,18,166,185,TOR,17,.486,.549
AL East,2015-05-13 00:00:00,4.5,17,146,151,BAL,15,.469,.515
AL East,2015-05-13 00:00:00,4.5,18,174,144,BOS,16,.471,.414
AL Central,2015-05-13 00:00:00,0.0,13,128,167,KCR,21,.618,.619
AL Central,2015-05-13 00:00:00,1.0,14,140,142,DET,20,.588,.506
AL Central,2015-05-13 00:00:00,2.0,15,139,158,MIN,19,.559,.558
AL Central,2015-05-13 00:00:00,5.5,17,149,114,CHW,14,.452,.380
AL Central,2015-05-13 00:00:00,8.0,20,161,139,CLE,12,.375,.433
AL West,2015-05-13 00:00:00,0.0,13,131,145,HOU,21,.618,.546
AL West,2015-05-13 00:00:00,4.0,17,124,125,LAA,17,.500,.504
AL West,2015-05-13 00:00:00,5.5,18,145,130,SEA,15,.455,.450
AL West,2015-05-13 00:00:00,6.0,19,153,139,TEX,15,.441,.456
AL West,2015-05-13 00:00:00,9.0,23,165,166,OAK,13,.361,.503
NL East,2015-05-13 00:00:00,0.0,14,107,125,NYM,20,.588,.571
NL East,2015-05-13 00:00:00,1.5,16,155,167,WSN,19,.543,.534
NL East,2015-05-13 00:00:00,4.5,19,143,145,MIA,16,.457,.506
NL East,2015-05-13 00:00:00,5.0,19,156,143,ATL,15,.441,.460
NL East,2015-05-13 00:00:00,8.5,23,164,99,PHI,12,.343,.284
NL Central,2015-05-13 00:00:00,0.0,10,100,150,STL,23,.697,.677
NL Central,2015-05-13 00:00:00,5.0,15,141,139,CHC,18,.545,.493
NL Central,2015-05-13 00:00:00,6.5,17,138,137,CIN,17,.500,.497
NL Central,2015-05-13 00:00:00,6.5,17,114,130,PIT,17,.500,.560
NL Central,2015-05-13 00:00:00,12.0,23,179,133,MIL,12,.343,.367
NL West,2015-05-13 00:00:00,0.0,11,112,174,LAD,22,.667,.691
NL West,2015-05-13 00:00:00,5.0,17,163,161,SDP,18,.514,.494
NL West,2015-05-13 00:00:00,5.5,17,129,112,SFG,17,.500,.436
NL West,2015-05-13 00:00:00,7.0,18,148,161,ARI,15,.455,.538
NL West,2015-05-13 00:00:00,9.5,19,167,116,COL,11,.367,.339
AL East,2015-05-14 00:00:00,0.0,15,137,165,NYY,21,.583,.584
AL East,2015-05-14 00:00:00,1.0,16,127,139,TBR,20,.556,.541
AL East,2015-05-14 00:00:00,3.5,18,175,146,BOS,17,.486,.418
AL East,2015-05-14 00:00:00,4.0,17,146,151,BAL,15,.469,.515
AL East,2015-05-14 00:00:00,4.0,19,172,189,TOR,17,.472,.543
AL Central,2015-05-14 00:00:00,0.0,13,131,173,KCR,22,.629,.625
AL Central,2015-05-14 00:00:00,1.0,14,141,155,DET,21,.600,.543
AL Central,2015-05-14 00:00:00,3.0,16,152,159,MIN,19,.543,.521
AL Central,2015-05-14 00:00:00,6.0,17,149,114,CHW,14,.452,.380
AL Central,2015-05-14 00:00:00,9.0,21,163,140,CLE,12,.364,.431
AL West,2015-05-14 00:00:00,0.0,13,135,151,HOU,22,.629,.551
AL West,2015-05-14 00:00:00,4.5,17,124,125,LAA,17,.500,.504
AL West,2015-05-14 00:00:00,6.5,19,147,131,SEA,15,.441,.447
AL West,2015-05-14 00:00:00,7.0,20,159,142,TEX,15,.429,.448
AL West,2015-05-14 00:00:00,9.5,23,165,166,OAK,13,.361,.503
NL East,2015-05-14 00:00:00,0.0,15,113,130,NYM,20,.571,.564
NL East,2015-05-14 00:00:00,1.5,17,163,170,WSN,19,.528,.519
NL East,2015-05-14 00:00:00,4.0,19,143,145,MIA,16,.457,.506
NL East,2015-05-14 00:00:00,4.5,19,156,143,ATL,15,.441,.460
NL East,2015-05-14 00:00:00,7.5,23,166,103,PHI,13,.361,.295
NL Central,2015-05-14 00:00:00,0.0,10,101,152,STL,24,.706,.679
NL Central,2015-05-14 00:00:00,5.0,15,146,145,CHC,19,.559,.497
NL Central,2015-05-14 00:00:00,6.5,17,141,141,CIN,18,.514,.500
NL Central,2015-05-14 00:00:00,7.5,18,118,132,PIT,17,.486,.551
NL Central,2015-05-14 00:00:00,12.5,23,179,133,MIL,12,.343,.367
NL West,2015-05-14 00:00:00,0.0,12,117,178,LAD,22,.647,.683
NL West,2015-05-14 00:00:00,4.0,17,166,169,SDP,19,.528,.508
NL West,2015-05-14 00:00:00,5.5,18,133,115,SFG,17,.486,.434
